fighter_id,fighter,dob,height_cm,reach_cm,stance,division,first_ufc_fight,last_ufc_fight,ufc_wins,ufc_losses,ufc_draws,ufc_no_contests,elo,wikipedia_page,pro_wins,pro_losses,pro_draws,pro_fights_before_ufc
af65aa688d13eedf,Joe Solecki,1993-08-27,175.3,177.8,Orthodox,Lightweight,2019-12-07,2025-01-11,5,4,0,0,1530.2,Joe Solecki,13,6,0,10
83b743fedde154fb,Joe Son,1970-11-22,162.6,,Orthodox,,1994-12-16,1994-12-16,0,1,0,0,1462.5,Joe Son,0,4,0,0
a4e85a58fbce64b2,Joe Soto,1987-03-22,167.6,165.1,Orthodox,Bantamweight,2014-08-30,2018-02-03,3,5,0,0,1499.4,Joe Soto,18,7,0,17
79899ecf62020f6d,Joe Stevenson,1982-06-15,170.2,177.8,Orthodox,Featherweight,2005-11-05,2011-06-26,8,8,0,0,1480.1,Joe Stevenson,32,16,0,28
d35c3ed553b71fa2,Joe Vedepo,1983-01-01,182.9,,Orthodox,Middleweight,2008-09-17,2009-04-01,0,2,0,0,1420.6,Joe Vedepo,20,10,0,9
c6d8ae3b016d5ad5,Joe Veres,1977-11-09,170.2,,Orthodox,Lightweight,2007-09-19,2008-01-23,0,2,0,0,1424.6,,,,,
58bbef3770bb2dfc,Joel Alvarez,1993-03-02,190.5,195.6,Orthodox,Welterweight,2019-02-23,2026-08-15,8,4,0,0,1621.6,Joel Álvarez,23,4,0,16
a6a9ab5a824e8f66,Joel Sutton,1969-07-07,180.3,,Orthodox,,1995-07-14,1995-09-08,2,0,0,0,1575.4,,,,,
46baf0f57edfa4df,Joey Beltran,1981-12-08,185.4,190.5,Orthodox,Light Heavyweight,2010-02-06,2013-10-09,3,6,0,1,1405.3,Joey Beltran,18,15,0,13
10559c53de0b950e,Joey Gambino,1988-10-26,170.2,,Orthodox,Featherweight,2012-06-22,2012-10-13,0,2,0,0,1433.8,,,,,
6bb1d2b714d4b3bc,Joey Gilbert,1976-06-05,180.3,,Orthodox,Lightweight,2001-05-04,2001-05-04,0,1,0,0,1460.0,,,,,
0778f94eb5d588a5,Joey Gomez,1986-07-21,177.8,185.4,Orthodox,Bantamweight,2016-01-17,2016-09-17,0,2,0,0,1429.0,,,,,
c058823a2595ab09,Joey Roberts,1977-11-11,188.0,,,Heavyweight,1999-03-05,1999-03-05,0,1,0,0,1460.0,,,,,
7bd94b60d7521e4a,John Albert,1986-10-13,172.7,172.7,Orthodox,Bantamweight,2011-12-03,2013-07-27,1,4,0,0,1388.4,John Albert (fighter),7,5,0,7
7a15f3694c5cbc02,John Alessio,1979-07-05,177.8,182.9,Orthodox,Lightweight,2000-06-09,2012-07-07,0,5,0,0,1360.7,John Alessio,35,17,0,10
6ebe96a116e79e52,John Allan,1993-02-22,185.4,190.5,Orthodox,Light Heavyweight,2019-07-13,2021-11-06,0,2,0,1,1449.7,John Allan (fighter),18,10,0,17
31bbd46d57dfbcb7,John Campetella,,175.3,,Orthodox,,1996-07-12,1996-07-12,0,1,0,0,1456.1,,,,,
5fa2974cbd18e05c,John Castaneda,1991-12-18,167.6,180.3,Switch,Featherweight,2020-07-25,2026-04-18,4,4,1,0,1536.7,John Castañeda,21,8,1,19
03c9994c5b8958ec,John Cholish,1983-12-17,180.3,188.0,Orthodox,Lightweight,2011-12-10,2013-05-18,1,2,0,0,1475.1,John Cholish,8,3,0,8
8b260672a21d1fd6,John Cofer,1984-04-29,175.3,,Southpaw,Lightweight,2012-06-01,2012-12-15,0,2,0,0,1424.6,,,,,
99506df1af6c8b3b,John Dodson,1984-09-26,160.0,167.6,Orthodox,Bantamweight,2011-12-03,2020-08-15,10,7,0,0,1587.0,John Dodson (fighter),24,15,0,16
e780ccc79a209985,John Dowdy,,,,,,1995-04-07,1995-04-07,0,1,0,0,1464.6,,,,,
a54b961a1f8be1d5,John Garza,2002-10-30,170.2,172.7,Orthodox,Bantamweight,2026-07-11,2026-07-11,0,1,0,0,1481.5,,,,,
a0c139b34f11421a,John Gunderson,1979-01-05,175.3,175.3,Orthodox,Lightweight,2010-01-02,2010-09-15,1,2,0,0,1465.3,John Gunderson,35,16,2,40
3956bdc8ab2e54b3,John Gunther,1985-11-24,175.3,182.9,Orthodox,Lightweight,2018-07-06,2018-11-10,1,1,0,0,1485.5,,,,,
88c8f47241d90040,John Halverson,1972-09-08,175.3,,Southpaw,Lightweight,2007-02-03,2008-03-01,0,2,0,0,1425.9,,,,,
28f3c2258a1d8874,John Hathaway,1987-07-23,185.4,190.5,Orthodox,Welterweight,2009-01-17,2014-03-01,7,2,0,0,1639.3,John Hathaway (English wrestler),18,3,0,10
fc31f896cde2bc2e,John Howard,1983-03-01,170.2,182.9,Orthodox,Welterweight,2009-01-31,2015-12-10,7,7,0,0,1450.4,John Howard (fighter),28,19,1,14
5f6038bcdb95e3e4,John Kolosci,1974-11-26,180.3,,Orthodox,Welterweight,2007-12-08,2007-12-08,0,1,0,0,1460.0,John Kolosci,15,9,0,12
4a01dc8376736ef5,John Lewis,,182.9,,Southpaw,Lightweight,1999-09-24,2000-11-17,1,1,0,0,1504.1,,,,,
c268b2cfebccf652,John Lineker,1990-06-12,160.0,170.2,Orthodox,Bantamweight,2012-05-05,2019-04-27,12,4,0,0,1723.9,John Lineker,37,11,0,22
31652c9267606d54,John Lober,1968-02-26,180.3,,Orthodox,Light Heavyweight,1998-10-16,1998-10-16,0,1,0,0,1472.7,John Lober,5,9,4,10
1a7745388839e52b,John Maguire,1983-05-19,175.3,175.3,Southpaw,Lightweight,2011-11-05,2013-06-15,2,3,0,0,1461.3,John Maguire (fighter),26,13,0,19
c21a036b4e012f1c,John Makdessi,1985-05-03,172.7,172.7,Orthodox,Lightweight,2010-12-11,2023-09-09,11,9,0,0,1519.9,John Makdessi,18,9,0,7
b6b12014698cc345,John Marsh,1970-09-15,182.9,,Orthodox,Heavyweight,2005-04-16,2005-04-16,0,1,0,0,1464.6,,,,,
c933d423ebdbbbdb,John Matua,,188.0,,Orthodox,,1995-07-14,1995-07-14,0,1,0,0,1460.7,,,,,
92437c6775b3f7d1,John Moraga,1984-03-20,167.6,167.6,Orthodox,Flyweight,2012-08-04,2018-08-25,8,6,0,0,1589.8,John Moraga,19,7,0,12
e9ac7bfb65c25497,John Phillips,1985-06-09,180.3,190.5,Southpaw,Middleweight,2018-03-17,2020-10-17,1,5,0,0,1386.1,John Phillips (fighter),20,10,0,27
b18fb36a4aa00093,John Polakowski,1981-06-21,177.8,,Orthodox,Lightweight,2008-12-13,2008-12-13,0,1,0,0,1460.0,,,,,
010986ee359fb863,John Salter,1985-03-21,185.4,188.0,Southpaw,Middleweight,2010-01-11,2010-08-28,1,2,0,0,1463.9,John Salter,19,6,0,4
86061eaba822bfea,John Teixeira,1986-11-18,170.2,,Orthodox,Featherweight,2012-06-23,2012-06-23,0,1,0,0,1480.0,John Macapá,29,14,2,14
450bcab0968562c4,John Yannis,1994-07-07,170.2,177.8,Southpaw,Bantamweight,2025-08-02,2026-06-06,1,2,0,0,1474.8,,,,,
ffc3e6daaa6da0b7,Johnny Bedford,1983-01-06,177.8,180.3,Orthodox,Bantamweight,2011-12-03,2014-09-13,2,3,0,1,1456.9,Johnny Bedford,23,14,1,27
1f4b04a926ef1287,Johnny Case,1989-06-28,177.8,182.9,Orthodox,Lightweight,2014-09-20,2017-06-25,4,2,0,0,1544.4,Johnny Case,29,10,1,22
528c24b99fbaab79,Johnny Eduardo,1978-08-03,170.2,180.3,Orthodox,Bantamweight,2011-08-27,2021-10-02,3,5,0,0,1436.2,Johnny Eduardo,25,13,0,26
f6bcbd91b114ff58,Johnny Munoz,1993-02-16,175.3,180.3,Orthodox,Bantamweight,2020-08-01,2023-10-07,2,4,0,0,1427.0,,,,,
3ba3b5cc94498437,Johnny Rees,1982-10-21,182.9,,Orthodox,Welterweight,2008-07-19,2008-12-10,0,2,0,0,1419.8,,,,,
319fa1bd3176bded,Johnny Rhodes,,182.9,,Orthodox,,1994-03-11,1994-03-11,2,1,0,0,1546.8,,,,,
c21f26bbde777573,Johnny Walker,1992-03-30,198.1,208.3,Orthodox,Light Heavyweight,2018-11-17,2026-04-11,8,7,0,1,1620.4,Johnny Walker (fighter),22,10,1,17
0941df56f6ac954b,Johny Hendricks,1983-09-12,175.3,175.3,Southpaw,Middleweight,2009-08-08,2017-11-04,13,8,0,0,1587.4,Johny Hendricks,18,8,0,5
0d0351c20169a499,Jon Delos Reyes,1987-08-19,167.6,170.2,Orthodox,Flyweight,2014-01-04,2015-10-24,1,3,0,0,1438.7,Jon Delos Reyes,8,5,0,9
6f018c039b4d5d80,Jon Fitch,1978-02-24,182.9,188.0,Orthodox,Welterweight,2005-10-03,2013-02-02,14,3,1,0,1730.7,Jon Fitch,32,8,2,11
32a3025d5db456ae,Jon Hess,,200.7,,,,1995-04-07,1995-04-07,1,0,0,0,1540.0,Jon Hess (fighter),1,0,0,0
07f72a2a7591b409,Jon Jones,1987-07-19,193.0,213.4,Orthodox,Heavyweight,2008-08-09,2024-11-16,22,1,0,1,2055.3,Jon Jones,28,1,0,6
7691a80e6ca3e55b,Jon Madsen,1980-02-12,182.9,182.9,Orthodox,Heavyweight,2009-12-05,2011-03-26,4,1,0,0,1565.4,Jon Madsen,8,2,0,3
a0602dd050bebefc,Jon Manley,1986-07-07,185.4,,Orthodox,Welterweight,2013-02-23,2013-02-23,0,1,0,0,1460.0,,,,,
0577808d22dfe79c,Jon Olav Einemo,1975-12-10,198.1,,Orthodox,Heavyweight,2011-06-11,2012-01-28,0,2,0,0,1438.0,John-Olav Einemo,6,3,0,7
53ec9cb470e1a4ea,Jon Tuck,1984-08-28,180.3,185.4,Orthodox,Lightweight,2012-11-10,2018-08-25,4,5,0,0,1492.9,Jon Tuck,11,5,0,6
b0a6124751a56bc4,Jonathan Brookins,1985-08-13,182.9,188.0,Southpaw,Featherweight,2010-12-04,2012-12-15,2,3,0,0,1473.9,Jonathan Brookins,16,11,0,14
fb1538b46877a695,Jonathan Goulet,1979-07-13,182.9,185.4,Orthodox,Welterweight,2005-10-03,2010-05-08,4,5,0,0,1483.6,Jonathan Goulet,23,12,0,18
f2477cf43c4975cc,Jonathan Martinez,1994-04-20,172.7,177.8,Southpaw,Bantamweight,2018-10-27,2024-11-16,10,5,0,0,1663.3,Jonathan Martinez,19,6,0,10
5823ceab56741617,Jonathan Meunier,1987-08-04,190.5,,Switch,Welterweight,2016-06-18,2016-11-26,1,1,0,0,1510.1,Jonathan Meunier,9,2,0,7
f782f953bfe7b5f2,Jonathan Micallef,1999-03-05,182.9,195.6,Southpaw,Welterweight,2025-02-08,2026-05-02,3,0,0,0,1604.1,,,,,
87c0b1c696ddfb43,Jonathan Pearce,1992-05-01,182.9,180.3,Switch,Featherweight,2019-10-18,2024-10-12,5,4,0,0,1528.7,Jonathan Pearce (fighter),14,7,0,12
60884f31ead1609c,Jonathan Wiezorek,1978-02-10,190.5,,Southpaw,Heavyweight,2004-04-02,2004-04-02,1,0,0,0,1540.0,,,,,
cd01f0b768a32475,Jonathan Wilson,1987-07-17,188.0,190.5,Southpaw,Middleweight,2015-08-08,2017-10-21,1,3,0,0,1416.4,Jonathan Wilson (fighter),9,5,0,6
f40ec51dd4de47c3,Jonavin Webb,1989-04-28,177.8,,Orthodox,Welterweight,2015-05-09,2016-02-21,0,2,0,0,1438.6,,,,,
2975297f505e9447,Jonny Parsons,1991-09-06,175.3,175.3,Orthodox,Welterweight,2023-07-22,2023-07-22,1,0,0,0,1540.2,,,,,
a44020ea2e8cd026,JooSang Yoo,1994-01-21,170.2,180.3,Orthodox,Featherweight,2025-06-07,2026-09-19,1,2,0,0,1477.1,,,,,
215a70f073a7b726,Jordan Espinosa,1989-11-08,167.6,175.3,Orthodox,Flyweight,2019-03-23,2021-03-06,2,4,0,0,1428.1,Jordan Espinosa,20,11,0,25
ebef46976554f975,Jordan Griffin,1990-02-28,177.8,185.4,Southpaw,Featherweight,2018-12-15,2021-04-10,1,4,0,0,1414.9,Jordan Griffin,18,11,0,21
99bcdf5eac39898f,Jordan Johnson,1988-11-18,188.0,200.7,Orthodox,Middleweight,2017-01-28,2018-09-15,4,0,0,0,1628.8,Jordan Johnson (fighter),12,2,1,6
ac026518a9b4dc0f,Jordan Leavitt,1995-06-02,175.3,180.3,Southpaw,Featherweight,2020-12-05,2026-06-06,6,4,0,0,1550.2,Jordan Leavitt,13,4,0,7
2aa49b3766a59bcd,Jordan Mein,1989-10-10,182.9,185.4,Orthodox,Welterweight,2013-03-16,2018-07-28,5,4,0,0,1565.7,Jordan Mein,34,15,0,34
45bc8f98d62bd096,Jordan Radev,1976-09-28,170.2,,Southpaw,Middleweight,2007-06-12,2007-12-29,0,2,0,0,1429.6,Jordan Radev,23,5,0,11
c07efc18b231f170,Jordan Rinaldi,1987-09-25,177.8,182.9,Orthodox,Featherweight,2016-05-29,2019-03-16,2,3,0,0,1501.5,Jordan Rinaldi,14,6,0,16
6d38e41efa47a72d,Jordan Vucenic,1996-03-02,177.8,185.4,Orthodox,Lightweight,2024-08-03,2025-03-22,0,2,0,0,1428.2,,,,,
e26bd53b751d61d9,Jordan Williams,1990-10-13,185.4,190.5,Southpaw,Welterweight,2020-10-03,2021-11-06,0,3,0,0,1396.8,Jordan Williams (fighter),9,6,0,13
c878270af633eb11,Jordan Wright,1991-10-07,188.0,195.6,Orthodox,Light Heavyweight,2020-08-22,2023-02-18,2,5,0,0,1376.7,Jordan Wright,14,5,0,11
04d5718ed2661e8c,Jorge Gurgel,1977-01-25,170.2,175.3,Orthodox,Lightweight,2006-06-28,2008-11-15,3,4,0,0,1431.1,Jorge Gurgel,14,10,0,10
ee624ee2a18f2a43,Jorge Lopez,1988-11-21,177.8,,Orthodox,Welterweight,2011-09-17,2012-05-15,0,2,0,0,1443.1,,,,,
47b9e0e7703a4868,Jorge Masvidal,1984-11-12,180.3,188.0,Orthodox,Welterweight,2013-04-20,2023-04-08,12,10,0,0,1685.0,Jorge Masvidal,35,17,0,30
c8cca8f3de5be4b4,Jorge Patino,1973-08-05,172.7,,Orthodox,Welterweight,1999-01-08,1999-01-08,0,1,0,0,1468.7,Jorge Patino,39,19,2,21
cb46dface0e28a2c,Jorge Rivera,1972-02-28,185.4,185.4,Orthodox,Middleweight,2003-09-26,2012-01-20,8,7,0,0,1571.5,Jorge Rivera (fighter),20,9,0,7
f8dc544e7077d014,Jorge Santiago,1980-10-09,185.4,190.5,Orthodox,Welterweight,2006-06-28,2013-02-16,1,5,0,0,1388.5,Jorge Santiago,25,12,0,16
ddf3e0ea10ea6d8c,Jorge de Oliveira,1980-01-22,172.7,,Orthodox,Lightweight,2014-11-08,2015-03-21,0,2,0,0,1416.5,,,,,
d0f3959b4a9747e6,Jose Aldo,1986-09-09,170.2,177.8,Orthodox,Featherweight,2011-04-30,2025-05-10,14,9,0,0,1715.6,José Aldo,32,10,0,19
baa9be02c3e3e038,Jose Daniel Medina,1991-05-17,182.9,188.0,Orthodox,Middleweight,2024-08-24,2026-02-28,0,4,0,0,1353.5,,,,,
d7c4956d61ae76a9,Jose Delano,1996-09-11,172.7,177.8,Orthodox,Featherweight,2026-04-04,2026-04-04,1,0,0,0,1536.4,,,,,
7d6ceff6747f2de2,Jose Delgado,1998-04-21,180.3,185.4,Switch,Featherweight,2025-02-15,2026-09-12,4,2,0,0,1574.4,,,,,
84f727cf0166d6f2,Jose Johnson,1995-05-20,182.9,180.3,Orthodox,Flyweight,2023-08-12,2025-01-11,1,3,0,0,1432.0,,,,,
b35ba64b6a2bbcb3,Jose Maria,1982-01-04,165.1,,Orthodox,Flyweight,2013-08-03,2013-11-09,0,2,0,0,1428.0,,,,,
1f8cd7634e8286ff,Jose Montanha,1996-08-25,193.0,193.0,Orthodox,Heavyweight,2026-08-08,2026-08-08,1,0,0,0,1538.3,,,,,
88be62d6c1e6dadb,Jose Ochoa,2000-12-31,170.2,170.2,Southpaw,Flyweight,2024-11-23,2026-05-09,2,2,0,0,1519.6,,,,,
36549928f90f1d36,Jose Quinonez,1990-07-28,172.7,175.3,Southpaw,Bantamweight,2014-11-15,2020-12-05,5,4,0,0,1506.6,José Alberto Quiñónez,12,8,0,5
20a0e4cc5227c117,Jose Souza,2002-05-23,190.5,200.7,Orthodox,Welterweight,2026-05-30,2026-05-30,1,0,0,0,1520.0,,,,,
d2036f31c035e0d1,Jose Torres,1992-08-02,162.6,165.1,Orthodox,Flyweight,2018-06-01,2018-08-04,1,1,0,0,1503.7,Jose Torres (fighter),13,6,1,7
971dba22c622af12,Josefine Knutsson,1996-01-16,160.0,152.4,Orthodox,Women's Strawweight,2023-09-16,2024-12-14,2,1,0,0,1525.1,,,,,
f9ab66e67240db7b,Joselyne Edwards,1995-09-29,172.7,177.8,Orthodox,Women's Bantamweight,2021-01-16,2026-04-25,9,4,0,0,1664.2,Joselyne Edwards,18,6,0,11
80eacd4da0617c57,Joseph Benavidez,1984-07-31,162.6,165.1,Southpaw,Flyweight,2011-03-19,2021-03-06,15,6,0,0,1671.1,Joseph Benavidez,28,8,0,15
83825fad27ab3581,Joseph Gigliotti,1993-08-13,180.3,,Orthodox,Middleweight,2016-08-06,2016-12-09,0,2,0,0,1427.6,,,,,
8d20d76af3f213ce,Joseph Holmes,1995-07-04,193.0,203.2,Orthodox,Middleweight,2022-01-15,2023-05-06,1,3,0,0,1416.6,,,,,
2fe9032955c2e013,Joseph Morales,1994-08-22,167.6,175.3,Switch,Flyweight,2017-08-05,2026-09-12,3,3,0,0,1546.1,Joseph Morales (fighter),14,3,0,8
696002b59f09d73b,Joseph Sandoval,1986-05-11,170.2,,Southpaw,Bantamweight,2011-10-01,2012-01-20,0,2,0,0,1424.6,,,,,
ad3f53c454cbbead,Josh Barnett,1977-11-10,190.5,198.1,Orthodox,Heavyweight,2000-11-17,2016-09-03,7,3,0,0,1671.4,Josh Barnett,35,8,0,9
01f022fa494188e2,Josh Bryant,1980-04-23,177.8,,Orthodox,Middleweight,2010-06-19,2010-06-19,0,1,0,0,1460.0,,,,,
48e96d9cea6d4ab0,Josh Clopton,1981-07-11,167.6,,Orthodox,Featherweight,2011-12-03,2013-08-03,0,2,0,0,1431.4,,,,,
3aa794cbe1e3484b,Josh Copeland,1982-10-20,185.4,,Orthodox,Heavyweight,2014-11-22,2015-03-14,0,2,0,0,1436.5,,,,,
6751eacd16bd59bc,Josh Culibao,1994-05-24,177.8,185.4,Orthodox,Featherweight,2020-02-22,2024-08-17,3,4,1,0,1495.6,Joshua Culibao,11,4,1,8
fba03cd6cc28dc41,Josh Emmett,1985-03-04,167.6,177.8,Orthodox,Featherweight,2016-05-08,2026-03-14,10,7,0,0,1599.5,Josh Emmett,19,7,0,9
b0f316c60f8d3b47,Josh Ferguson,1988-05-13,165.1,,Orthodox,Flyweight,2011-12-03,2012-07-11,0,2,0,0,1432.6,,,,,
ca43de99b07b6b40,Josh Fremd,1994-01-15,193.0,193.0,Orthodox,Middleweight,2022-04-09,2024-07-13,2,4,0,0,1436.2,,,,,
60ba33c3f555a7a3,Josh Grispi,1988-10-14,180.3,188.0,Orthodox,Featherweight,2011-01-01,2013-02-16,0,4,0,0,1356.9,Josh Grispi,14,5,0,15
6ef58dabef8beb15,Josh Haynes,1977-07-30,175.3,,Orthodox,Welterweight,2006-06-24,2007-04-07,0,3,0,0,1395.8,Josh Haynes,17,11,0,17
7649c4c95b824488,Josh Hendricks,1976-08-28,188.0,,Southpaw,Heavyweight,2008-11-15,2008-11-15,0,1,0,0,1470.3,,,,,
955da1675ad58a50,Josh Hokit,1997-11-12,185.4,185.4,Orthodox,Heavyweight,2025-11-08,2026-06-14,4,0,0,0,1682.1,Josh Hokit,10,0,0,6
dd37fd509af89f15,Josh Koscheck,1977-11-30,177.8,185.4,Orthodox,Welterweight,2005-04-09,2015-03-21,15,10,0,0,1530.9,Josh Koscheck,17,11,0,2
d1a1314976c50bef,Josh Neer,1983-03-24,180.3,182.9,Orthodox,Welterweight,2005-08-06,2013-02-23,6,9,0,0,1444.7,Josh Neer,36,16,1,15
b5da8f7d05e85a55,Josh Parisian,1989-06-28,193.0,200.7,Orthodox,Heavyweight,2020-11-28,2024-03-09,2,5,0,0,1382.2,Josh Parisian,16,9,0,16
876f478f796495f7,Josh Quinlan,1993-02-06,182.9,182.9,Orthodox,Welterweight,2022-08-13,2024-06-15,1,3,0,0,1433.2,,,,,
ff2c606c8bc365e3,Josh Rafferty,1981-01-06,182.9,,Orthodox,Welterweight,2005-04-09,2005-04-09,0,1,0,0,1460.0,,,,,
9deff9e3e8d94d47,Josh Samman,1988-03-14,190.5,200.7,Orthodox,Middleweight,2013-04-13,2016-07-13,3,2,0,0,1524.1,Josh Samman,12,4,0,11
f65dcb22dada2223,Josh Sampo,1984-07-24,162.6,162.6,Orthodox,Flyweight,2013-11-30,2015-05-23,1,3,0,0,1424.6,Josh Sampo,11,6,0,12
1d36f1ac66cf689d,Josh Shockley,1989-11-15,185.4,,Orthodox,Lightweight,2014-06-14,2015-02-22,0,2,0,0,1423.5,Josh Shockley,11,4,0,13
821cd80aab70d5f9,Josh Shockman,1980-12-29,193.0,,Southpaw,Heavyweight,2006-11-18,2006-11-18,0,1,0,0,1464.6,,,,,
30ea504870f8597b,Josh Stansbury,1984-11-19,188.0,188.0,Orthodox,Light Heavyweight,2016-07-08,2017-06-25,1,2,0,0,1431.5,Josh Stansbury,8,5,0,9
601cf40c09090853,Josh Stuart,,175.3,,,Lightweight,1998-03-13,1998-03-13,0,1,0,0,1460.0,,,,,
a566371ba2ad7152,Josh Thomson,1978-09-21,177.8,180.3,Orthodox,Lightweight,2003-09-26,2015-07-15,3,4,0,0,1531.6,Josh Thomson,22,9,0,6
6da99156486ed6c2,Joshua Burkman,1980-04-10,177.8,182.9,Orthodox,Welterweight,2005-11-05,2018-02-18,6,12,0,1,1353.5,Josh Burkman,28,18,0,16
17e97649403ba428,Joshua Van,2001-10-10,165.1,165.1,Orthodox,Flyweight,2023-06-24,2026-09-19,11,1,0,0,1835.5,Joshua Van,18,2,0,8
69888118d968ba52,Joshua Weems,1994-05-05,172.7,175.3,Orthodox,Bantamweight,2022-10-29,2022-10-29,0,1,0,0,1456.2,,,,,
e5864a42c80294f6,Josiah Harrell,1998-11-13,170.2,172.7,Southpaw,Welterweight,2026-02-21,2026-02-21,0,1,0,0,1468.9,,,,,
68d35296f566792b,Josiane Nunes,1993-12-23,157.5,170.2,Southpaw,Women's Bantamweight,2021-08-21,2025-03-15,3,3,0,0,1483.6,Josiane Nunes,10,4,0,8
723b64c0e9a8f348,Josias Musasa,1998-10-10,172.7,188.0,Southpaw,Bantamweight,2025-03-15,2025-09-27,0,2,0,0,1416.7,,,,,
78f485f851891d68,Journey Newson,1989-03-07,165.1,170.2,Orthodox,Bantamweight,2019-06-29,2023-04-29,1,4,0,1,1408.1,Journey Newson,10,5,0,10
182a73d5b4e57871,Jovan Leka,2002-03-15,193.0,190.5,Orthodox,Heavyweight,2026-08-01,2026-08-01,1,0,0,0,1540.0,,,,,
83b00f7597e5ac83,Juan Adams,1992-01-16,195.6,203.2,Orthodox,Heavyweight,2018-12-15,2020-02-08,1,3,0,0,1415.7,Juan Adams,10,6,0,4
74939a16c7b56f33,Juan Diaz,1998-06-03,172.7,175.3,Orthodox,Bantamweight,2026-05-16,2026-05-16,1,0,0,0,1542.3,,,,,
ccf5dc41417e9daf,Juan Espino,1980-10-09,190.5,203.2,Orthodox,Heavyweight,2018-11-30,2021-04-17,2,1,0,0,1549.5,Juan Espino,10,2,0,9
85d0fafb8b75d634,Juan Manuel Puig,1989-04-23,175.3,,Orthodox,Featherweight,2014-07-06,2014-11-22,0,2,0,0,1426.5,,,,,
4a043165cf47cab2,Juancamilo Ronderos,1995-02-17,160.0,162.6,Southpaw,Flyweight,2021-05-22,2023-02-18,0,2,0,0,1432.2,,,,,
d1dcd4e96464a53d,Jules Bruchez,1977-08-16,182.9,,Southpaw,Light Heavyweight,2008-12-13,2008-12-13,0,1,0,0,1460.0,,,,,
86d9dbe1bfcbade7,Julia Avila,1988-05-11,170.2,172.7,Orthodox,Women's Bantamweight,2019-07-06,2025-02-15,3,3,0,0,1472.6,Julia Avila,9,4,0,7
abb68e3c7ca128f2,Julia Polastri,1998-03-05,157.5,160.0,Orthodox,Women's Strawweight,2024-06-15,2026-08-29,3,3,0,0,1506.2,,,,,
902ec2cc48c8ae8a,Julian Erosa,1989-07-31,185.4,188.0,Southpaw,Featherweight,2015-12-11,2026-03-28,9,9,0,0,1538.2,Julian Erosa,31,14,0,17
d0e1b42d41dab603,Julian Marquez,1990-05-08,188.0,182.9,Orthodox,Middleweight,2017-12-16,2025-03-01,3,5,0,0,1406.6,Julian Marquez,9,6,0,7
c6da1c24fe473418,Julian Sanchez,,190.5,,Orthodox,,1996-09-20,1996-09-20,0,1,0,0,1473.2,,,,,
75a6a390fd5dca46,Juliana Lima,1982-03-15,165.1,165.1,Orthodox,Women's Strawweight,2014-07-26,2018-01-27,3,4,0,0,1463.0,Juliana Lima,10,7,0,7
aa0c573da7119292,Juliana Miller,1996-05-07,170.2,167.6,Orthodox,Women's Flyweight,2022-08-06,2026-08-08,3,3,0,0,1490.9,,,,,
3253b16d38ae087d,Julianna Pena,1989-08-19,167.6,175.3,Orthodox,Women's Bantamweight,2013-11-30,2025-06-07,8,4,0,0,1633.3,Julianna Peña,12,6,0,6
981ab7a0576f76a0,Julie Kedzie,1981-03-18,165.1,,Orthodox,Women's Bantamweight,2013-07-27,2013-12-06,0,2,0,0,1461.2,Julie Kedzie,16,13,0,27
cd0dfd9846bd03b9,Julien Leblanc,1992-01-21,188.0,188.0,Southpaw,Middleweight,2026-04-18,2026-04-18,0,1,0,0,1450.2,,,,,
a78a87d8c2bbb1cb,Julija Stoliarenko,1993-04-08,170.2,167.6,Orthodox,Women's Flyweight,2018-11-30,2025-08-09,2,7,0,0,1393.7,Julija Stoliarenko,11,9,2,8
1291edf2d566a71a,Julio Arce,1989-10-27,170.2,177.8,Southpaw,Featherweight,2018-01-20,2024-03-30,6,4,0,0,1582.8,Julio Arce,22,7,0,15
60c72f7459827881,Julio Paulino,1975-12-04,182.9,,Orthodox,Welterweight,2010-03-21,2010-09-25,0,2,0,0,1428.3,,,,,
6add18754930182b,Julius Walker,1999-07-16,193.0,198.1,Orthodox,Light Heavyweight,2025-02-22,2026-06-27,1,3,0,0,1459.4,,,,,
1ed32eaaba9ffe10,Jumabieke Tuerxun,1986-04-17,170.2,,Orthodox,Bantamweight,2014-03-01,2014-11-07,0,3,0,0,1392.0,Zhumabek Tursyn,23,10,1,15
285ae0b4a68221f4,JunYong Park,1991-02-27,177.8,185.4,Orthodox,Middleweight,2019-08-31,2025-10-25,9,4,0,0,1612.8,,,,,
d74cba8566291bfa,Junie Browning,1984-05-12,175.3,,Orthodox,Lightweight,2008-12-13,2009-04-01,1,1,0,0,1503.1,,,,,
c482c8605455a213,Junior Albini,1991-03-15,190.5,188.0,Orthodox,Heavyweight,2017-07-22,2019-06-29,1,4,0,0,1411.2,Júnior Albini,17,8,0,15
d0d7160824278840,Junior Assuncao,1981-06-24,175.3,182.9,Orthodox,Featherweight,2006-10-14,2011-12-30,2,3,0,0,1475.3,Júnior Assunção,16,7,0,5
63def5a5662a6917,Junior Dos Santos,1984-01-30,193.0,195.6,Orthodox,Heavyweight,2008-10-25,2020-12-12,15,8,0,0,1619.9,Junior dos Santos,23,11,0,6
c15fa95b9a12fde4,Junior Tafa,1996-09-21,190.5,190.5,Orthodox,Light Heavyweight,2023-04-22,2026-06-06,3,6,0,0,1428.0,Junior Tafa,7,6,0,4
